doc_id,document,top_k,category,input_data,answer
2f97ee95cad6a1f13596b108072b846c6f747d4e,"document : The Microsoft 2016 Conversational Speech Recognition System We describe Microsoft ’s conversational speech recognition system , in which we combine recent developments in neural - network - based acoustic and language modeling to advance the state of the art on the Switchboard recognition task . Inspired by machine learning ensemble techniques , the system uses a range of convolutional and recurrent neural networks . I - vector modeling and lattice - free MMI training provide significant gains for all acoustic model architectures . Language model rescoring with multiple forward and backward running RNNLMs , and word posterior - based system combination provide a 20 % boost .",5,"['Task', 'Method', 'Material', 'Metric']","document : The Microsoft 2016 Conversational Speech Recognition System We describe Microsoft ’s conversational speech recognition system , in which we combine recent developments in neural - network - based acoustic and language modeling to advance the state of the art on the Switchboard recognition task . Inspired by machine learning ensemble techniques , the system uses a range of convolutional and recurrent neural networks . I - vector modeling and lattice - free MMI training provide significant gains for all acoustic model architectures . Language model rescoring with multiple forward and backward running RNNLMs , and word posterior - based system combination provide a 20 % boost .","{'Task': [], 'Method': ['machine learning ensemble techniques', 'acoustic model architectures', 'Language model rescoring', 'lattice - free MMI training', 'neural - network - based acoustic and language modeling', 'Conversational Speech Recognition System', 'convolutional and recurrent neural networks', 'forward and backward running RNNLMs', 'I - vector modeling', 'Microsoft ’s conversational speech recognition system', 'word posterior - based system combination'], 'Material': ['Switchboard'], 'Metric': []}"
322a7dad274f440a92548faa8f2b2be666b2d01f,"document : Pyramid Scene Parsing Network Scene parsing is challenging for unrestricted open vocabulary and diverse scenes . In this paper , we exploit the capability of global context information by different - region - based context aggregation through our pyramid pooling module together with the proposed pyramid scene parsing network ( PSPNet ) . Our global prior representation is effective to produce good quality results on the scene parsing task , while PSPNet provides a superior framework for pixel - level prediction . The proposed approach achieves state - of - the - art performance on various datasets .",5,"['Task', 'Method', 'Material', 'Metric']","document : Pyramid Scene Parsing Network Scene parsing is challenging for unrestricted open vocabulary and diverse scenes . In this paper , we exploit the capability of global context information by different - region - based context aggregation through our pyramid pooling module together with the proposed pyramid scene parsing network ( PSPNet ) . Our global prior representation is effective to produce good quality results on the scene parsing task , while PSPNet provides a superior framework for pixel - level prediction . The proposed approach achieves state - of - the - art performance on various datasets .","{'Task': ['pixel - level prediction', 'Scene parsing', 'scene parsing task'], 'Method': ['Pyramid Scene Parsing Network', 'global prior representation', 'region - based context aggregation', 'pyramid scene parsing network', 'PSPNet', 'pyramid pooling module'], 'Material': [], 'Metric': []}"
325af39d281d5903a269c01fab8f53d7400a4c49,"document : ArtTrack : Articulated Multi - person Tracking in the Wild In this paper we propose an approach for articulated tracking of multiple people in unconstrained videos . Our starting point is a model that resembles existing architectures for single - frame pose estimation but is substantially faster . We achieve this in two ways : ( 1 ) by simplifying and sparsifying the body - part relationship graph and leveraging recent methods for faster inference , and ( 2 ) by offloading a substantial share of computation onto a feed - forward convolutional architecture that is able to detect and associate body joints of the same person even in clutter . We use this model to generate proposals for body joint locations and formulate articulated tracking as spatio - temporal grouping of such proposals .",5,"['Task', 'Method', 'Material', 'Metric']","document : ArtTrack : Articulated Multi - person Tracking in the Wild In this paper we propose an approach for articulated tracking of multiple people in unconstrained videos . Our starting point is a model that resembles existing architectures for single - frame pose estimation but is substantially faster . We achieve this in two ways : ( 1 ) by simplifying and sparsifying the body - part relationship graph and leveraging recent methods for faster inference , and ( 2 ) by offloading a substantial share of computation onto a feed - forward convolutional architecture that is able to detect and associate body joints of the same person even in clutter . We use this model to generate proposals for body joint locations and formulate articulated tracking as spatio - temporal grouping of such proposals .","{'Task': ['single - frame pose estimation', 'faster inference', 'articulated tracking', 'spatio - temporal grouping', 'articulated tracking of multiple people in unconstrained videos'], 'Method': ['body - part relationship graph', 'ArtTrack', 'feed - forward convolutional architecture', 'Articulated Multi - person Tracking'], 'Material': [], 'Metric': []}"
33261d252218007147a71e40f8367ed152fa2fe0,Question Answering with Subgraph Embeddings section : Abstract . This paper presents a system which learns to answer questions on a broad range of topics from a knowledge base using few handcrafted features . Our model learns low - dimensional embeddings of words and knowledge base constituents ; these representations are used to score natural language questions against candidate answers .,5,"['Task', 'Method', 'Material', 'Metric']",Question Answering with Subgraph Embeddings section : Abstract . This paper presents a system which learns to answer questions on a broad range of topics from a knowledge base using few handcrafted features . Our model learns low - dimensional embeddings of words and knowledge base constituents ; these representations are used to score natural language questions against candidate answers .,"{'Task': ['Question Answering'], 'Method': ['Subgraph Embeddings'], 'Material': [], 'Metric': []}"
3448e6a5039417dc1ae890efeca3bef5390ace7c,"document : [ Combinatorial features are essential for the success of many commercial models . Manually crafting these features usually comes with high cost due to the variety , volume and velocity of raw data in web - scale systems . Factorization based models , which measure interactions in terms of vector product , can learn patterns of combinatorial features automatically and generalize to unseen features as well . With the great success of deep neural networks ( DNNs ) in various fields , recently researchers have proposed several DNN - based factorization model to learn both low - and high - order feature interactions .",5,"['Task', 'Method', 'Material', 'Metric']","document : [ Combinatorial features are essential for the success of many commercial models . Manually crafting these features usually comes with high cost due to the variety , volume and velocity of raw data in web - scale systems . Factorization based models , which measure interactions in terms of vector product , can learn patterns of combinatorial features automatically and generalize to unseen features as well . With the great success of deep neural networks ( DNNs ) in various fields , recently researchers have proposed several DNN - based factorization model to learn both low - and high - order feature interactions .","{'Task': ['web - scale systems'], 'Method': ['deep neural networks', 'Factorization based models', 'DNNs', 'DNN'], 'Material': [], 'Metric': ['cost']}"
35734e8724559fb0d494e5cba6a28ad7a3d5dd4d,"document : Explaining and Harnessing Adversarial Examples Several machine learning models , including neural networks , consistently misclassify adversarial examples —inputs formed by applying small but intentionally worst - case perturbations to examples from the dataset , such that the perturbed input results in the model outputting an incorrect answer with high confidence . Early attempts at explaining this phenomenon focused on nonlinearity and overfitting . We argue instead that the primary cause of neural networks ’ vulnerability to adversarial perturbation is their linear nature . This explanation is supported by new quantitative results while giving the first explanation of the most intriguing fact about them : their generalization across architectures and training sets .",5,"['Task', 'Method', 'Material', 'Metric']","document : Explaining and Harnessing Adversarial Examples Several machine learning models , including neural networks , consistently misclassify adversarial examples —inputs formed by applying small but intentionally worst - case perturbations to examples from the dataset , such that the perturbed input results in the model outputting an incorrect answer with high confidence . Early attempts at explaining this phenomenon focused on nonlinearity and overfitting . We argue instead that the primary cause of neural networks ’ vulnerability to adversarial perturbation is their linear nature . This explanation is supported by new quantitative results while giving the first explanation of the most intriguing fact about them : their generalization across architectures and training sets .","{'Task': ['adversarial perturbation'], 'Method': ['neural networks', 'machine learning models', 'architectures'], 'Material': [], 'Metric': []}"
364c1a3df58d87cb40ab33fdf3831cf2862f3570,"document : aNMM : Ranking Short Answer Texts with Attention - Based Neural Matching Model As an alternative to question answering methods based on feature engineering , deep learning approaches such as convolutional neural networks ( CNNs ) and Long Short - Term Memory Models ( LSTMs ) have recently been proposed for semantic matching of questions and answers . To achieve good results , however , these models have been combined with additional features such as word overlap or BM25 scores . Without this combination , these models perform significantly worse than methods based on linguistic feature engineering . In this paper , we propose an attention based neural matching model for ranking short answer text .",5,"['Task', 'Method', 'Material', 'Metric']","document : aNMM : Ranking Short Answer Texts with Attention - Based Neural Matching Model As an alternative to question answering methods based on feature engineering , deep learning approaches such as convolutional neural networks ( CNNs ) and Long Short - Term Memory Models ( LSTMs ) have recently been proposed for semantic matching of questions and answers . To achieve good results , however , these models have been combined with additional features such as word overlap or BM25 scores . Without this combination , these models perform significantly worse than methods based on linguistic feature engineering . In this paper , we propose an attention based neural matching model for ranking short answer text .","{'Task': ['semantic matching of questions and answers', 'Ranking Short Answer Texts', 'ranking short answer text', 'question answering'], 'Method': ['Attention - Based Neural Matching Model', 'attention based neural matching model', 'LSTMs', 'linguistic feature engineering', 'feature engineering', 'convolutional neural networks', 'Long Short - Term Memory Models', 'CNNs', 'aNMM', 'deep learning approaches'], 'Material': [], 'Metric': ['BM25 scores']}"
3842ee1e0fdfeff936b5c49973ff21adfaaf3929,"document : Adversarial Discriminative Domain Adaptation Adversarial learning methods are a promising approach to training robust deep networks , and can generate complex samples across diverse domains . They also can improve recognition despite the presence of domain shift or dataset bias : several adversarial approaches to unsupervised domain adaptation have recently been introduced , which reduce the difference between the training and test domain distributions and thus improve generalization performance . Prior generative approaches show compelling visualizations , but are not optimal on discriminative tasks and can be limited to smaller shifts . Prior discriminative approaches could handle larger domain shifts , but imposed tied weights on the model and did not exploit a GAN - based loss .",5,"['Task', 'Method', 'Material', 'Metric']","document : Adversarial Discriminative Domain Adaptation Adversarial learning methods are a promising approach to training robust deep networks , and can generate complex samples across diverse domains . They also can improve recognition despite the presence of domain shift or dataset bias : several adversarial approaches to unsupervised domain adaptation have recently been introduced , which reduce the difference between the training and test domain distributions and thus improve generalization performance . Prior generative approaches show compelling visualizations , but are not optimal on discriminative tasks and can be limited to smaller shifts . Prior discriminative approaches could handle larger domain shifts , but imposed tied weights on the model and did not exploit a GAN - based loss .","{'Task': ['robust deep networks', 'generalization', 'discriminative tasks', 'unsupervised domain adaptation', 'recognition'], 'Method': ['Adversarial learning methods', 'adversarial approaches', 'Adversarial Discriminative Domain Adaptation', 'GAN', 'generative approaches', 'discriminative approaches'], 'Material': [], 'Metric': []}"
38cc89399dd6f5aaab1654f27ab3c9eeade12a36,"document : Exploiting temporal information for 3D human pose estimation In this work , we address the problem of 3D human pose estimation from a sequence of 2D human poses . Although the recent success of deep networks has led many state - of - the - art methods for 3D pose estimation to train deep networks end - to - end to predict from images directly , the top - performing approaches have shown the effectiveness of dividing the task of 3D pose estimation into two steps : using a state - of - the - art 2D pose estimator to estimate the 2D pose from images and then mapping them into 3D space . They also showed that a low - dimensional representation like 2D locations of a set of joints can be discriminative enough to estimate 3D pose with high accuracy . However , estimation of 3D pose for individual frames leads to temporally incoherent estimates due to independent error in each frame causing jitter .",5,"['Task', 'Method', 'Material', 'Metric']","document : Exploiting temporal information for 3D human pose estimation In this work , we address the problem of 3D human pose estimation from a sequence of 2D human poses . Although the recent success of deep networks has led many state - of - the - art methods for 3D pose estimation to train deep networks end - to - end to predict from images directly , the top - performing approaches have shown the effectiveness of dividing the task of 3D pose estimation into two steps : using a state - of - the - art 2D pose estimator to estimate the 2D pose from images and then mapping them into 3D space . They also showed that a low - dimensional representation like 2D locations of a set of joints can be discriminative enough to estimate 3D pose with high accuracy . However , estimation of 3D pose for individual frames leads to temporally incoherent estimates due to independent error in each frame causing jitter .","{'Task': ['3D human pose estimation', '3D pose'], 'Method': ['low - dimensional representation', 'deep networks', '2D pose estimator'], 'Material': [], 'Metric': ['accuracy', 'error']}"
38e2f851b705faa0d0a698ed9885bd6834440073,"Probabilistic Model - Agnostic Meta - Learning section : Abstract Meta - learning for few - shot learning entails acquiring a prior over previous tasks and experiences , such that new tasks be learned from small amounts of data . However , a critical challenge in few - shot learning is task ambiguity : even when a powerful prior can be meta - learned from a large number of prior tasks , a small dataset for a new task can simply be too ambiguous to acquire a single model ( e.g. , a classifier ) for that task that is accurate . In this paper , we propose a probabilistic meta - learning algorithm that can sample models for a new task from a model distribution .",5,"['Task', 'Method', 'Material', 'Metric']","Probabilistic Model - Agnostic Meta - Learning section : Abstract Meta - learning for few - shot learning entails acquiring a prior over previous tasks and experiences , such that new tasks be learned from small amounts of data . However , a critical challenge in few - shot learning is task ambiguity : even when a powerful prior can be meta - learned from a large number of prior tasks , a small dataset for a new task can simply be too ambiguous to acquire a single model ( e.g. , a classifier ) for that task that is accurate . In this paper , we propose a probabilistic meta - learning algorithm that can sample models for a new task from a model distribution .","{'Task': ['task ambiguity', 'few - shot learning'], 'Method': ['classifier', 'probabilistic meta - learning algorithm', 'Meta - learning', 'Probabilistic Model - Agnostic Meta - Learning'], 'Material': [], 'Metric': []}"
3aa21de1a7c97e0458e10ed5730ce160bb436caa,"document : Pixel2Mesh : Generating 3D Mesh Models from Single RGB Images We propose an end - to - end deep learning architecture that produces a 3D shape in triangular mesh from a single color image . Limited by the nature of deep neural network , previous methods usually represent a 3D shape in volume or point cloud , and it is non - trivial to convert them to the more ready - to - use mesh model . Unlike the existing methods , our network represents 3D mesh in a graph - based convolutional neural network and produces correct geometry by progressively deforming an ellipsoid , leveraging perceptual features extracted from the input image . We adopt a coarse - to - fine strategy to make the whole deformation procedure stable , and define various of mesh related losses to capture properties of different levels to guarantee visually appealing and physically accurate 3D geometry .",5,"['Task', 'Method', 'Material', 'Metric']","document : Pixel2Mesh : Generating 3D Mesh Models from Single RGB Images We propose an end - to - end deep learning architecture that produces a 3D shape in triangular mesh from a single color image . Limited by the nature of deep neural network , previous methods usually represent a 3D shape in volume or point cloud , and it is non - trivial to convert them to the more ready - to - use mesh model . Unlike the existing methods , our network represents 3D mesh in a graph - based convolutional neural network and produces correct geometry by progressively deforming an ellipsoid , leveraging perceptual features extracted from the input image . We adopt a coarse - to - fine strategy to make the whole deformation procedure stable , and define various of mesh related losses to capture properties of different levels to guarantee visually appealing and physically accurate 3D geometry .","{'Task': [], 'Method': ['Pixel2Mesh', '3D Mesh Models', 'coarse - to - fine strategy', 'graph - based convolutional neural network', 'end deep learning architecture', '3D mesh', 'mesh model', 'deep neural network', 'deformation procedure'], 'Material': ['RGB Images'], 'Metric': []}"
3acc07f7f8951617276cf99483ed02aeb0a6eeac,"document : Curriculum Domain Adaptation for Semantic Segmentation of Urban Scenes During the last half decade , convolutional neural networks ( CNNs ) have triumphed over semantic segmentation , which is a core task of various emerging industrial applications such as autonomous driving and medical imaging . However , to train CNNs requires a huge amount of data , which is difficult to collect and laborious to annotate . Recent advances in computer graphics make it possible to train CNN models on photo - realistic synthetic data with computer - generated annotations . Despite this , the domain mismatch between the real images and the synthetic data significantly decreases the models ’ performance .",5,"['Task', 'Method', 'Material', 'Metric']","document : Curriculum Domain Adaptation for Semantic Segmentation of Urban Scenes During the last half decade , convolutional neural networks ( CNNs ) have triumphed over semantic segmentation , which is a core task of various emerging industrial applications such as autonomous driving and medical imaging . However , to train CNNs requires a huge amount of data , which is difficult to collect and laborious to annotate . Recent advances in computer graphics make it possible to train CNN models on photo - realistic synthetic data with computer - generated annotations . Despite this , the domain mismatch between the real images and the synthetic data significantly decreases the models ’ performance .","{'Task': ['semantic segmentation', 'autonomous driving', 'medical imaging', 'computer graphics', 'industrial applications', 'Semantic Segmentation of Urban Scenes'], 'Method': ['CNN', 'convolutional neural networks', 'CNNs', 'Curriculum Domain Adaptation'], 'Material': [], 'Metric': []}"
3ca3993b1f3536b15112f759067f62e999c5d38f,"BB8 : A Scalable , Accurate , Robust to Partial Occlusion Method for Predicting the 3D Poses of Challenging Objects without Using Depth section : Abstract We introduce a novel method for 3D object detection and pose estimation from color images only . We first use segmentation to detect the objects of interest in 2D even in presence of partial occlusions and cluttered background .",5,"['Task', 'Method', 'Material', 'Metric']","BB8 : A Scalable , Accurate , Robust to Partial Occlusion Method for Predicting the 3D Poses of Challenging Objects without Using Depth section : Abstract We introduce a novel method for 3D object detection and pose estimation from color images only . We first use segmentation to detect the objects of interest in 2D even in presence of partial occlusions and cluttered background .","{'Task': ['3D object detection', 'objects of interest in 2D even', 'Predicting the 3D Poses of Challenging Objects', 'pose estimation'], 'Method': ['segmentation', 'Partial Occlusion Method', 'BB8'], 'Material': [], 'Metric': []}"
3cf31ecb2724b5088783d7c96a5fc0d5604cbf41,"document : Simple and Accurate Dependency Parsing Using Bidirectional LSTM Feature Representations We present a simple and effective scheme for dependency parsing which is based on bidirectional - LSTMs ( BiLSTMs ) . Each sentence token is associated with a BiLSTM vector representing the token in its sentential context , and feature vectors are constructed by concatenating a few BiLSTM vectors . The BiLSTM is trained jointly with the parser objective , resulting in very effective feature extractors for parsing . We demonstrate the effectiveness of the approach by applying it to a greedy transition - based parser as well as to a globally optimized graph - based parser .",5,"['Task', 'Method', 'Material', 'Metric']","document : Simple and Accurate Dependency Parsing Using Bidirectional LSTM Feature Representations We present a simple and effective scheme for dependency parsing which is based on bidirectional - LSTMs ( BiLSTMs ) . Each sentence token is associated with a BiLSTM vector representing the token in its sentential context , and feature vectors are constructed by concatenating a few BiLSTM vectors . The BiLSTM is trained jointly with the parser objective , resulting in very effective feature extractors for parsing . We demonstrate the effectiveness of the approach by applying it to a greedy transition - based parser as well as to a globally optimized graph - based parser .","{'Task': ['Dependency Parsing', 'dependency parsing', 'parsing'], 'Method': ['BiLSTMs', 'greedy transition - based parser', 'feature extractors', 'Bidirectional LSTM Feature Representations', 'BiLSTM', 'bidirectional - LSTMs', 'globally optimized graph - based parser'], 'Material': [], 'Metric': ['parser objective']}"
3daa086acd367dc971a2dc1382caba2031294233,"Holistic , Instance - level Human Parsing section : Abstract Object parsing - the task of decomposing an object into its semantic parts - has traditionally been formulated as a category - level segmentation problem . Consequently , when there are multiple objects in an image , current methods can not count the number of objects in the scene , nor can they determine which part belongs to which object . We address this problem by segmenting the parts of objects at an instance - level , such that each pixel in the image is assigned a part label , as well as the identity of the object it belongs to .",5,"['Task', 'Method', 'Material', 'Metric']","Holistic , Instance - level Human Parsing section : Abstract Object parsing - the task of decomposing an object into its semantic parts - has traditionally been formulated as a category - level segmentation problem . Consequently , when there are multiple objects in an image , current methods can not count the number of objects in the scene , nor can they determine which part belongs to which object . We address this problem by segmenting the parts of objects at an instance - level , such that each pixel in the image is assigned a part label , as well as the identity of the object it belongs to .","{'Task': ['category - level segmentation problem', 'Holistic , Instance - level Human Parsing', 'decomposing an object', 'Object parsing'], 'Method': [], 'Material': [], 'Metric': []}"
408e8eecc14c5cc60bbdfc486ba7a7fc97031788,Discriminative Unsupervised Feature Learning with Convolutional Neural Networks Current methods for training convolutional neural networks depend on large amounts of labeled samples for supervised training . In this paper we present an approach for training a convolutional neural network using only unlabeled data . We train the network to discriminate between a set of surrogate classes . Each surrogate class is formed by applying a variety of transformations to a randomly sampled ’ seed ’ image patch . We find that this simple feature learning algorithm is surprisingly successful when applied to visual object recognition .,5,"['Task', 'Method', 'Material', 'Metric']",Discriminative Unsupervised Feature Learning with Convolutional Neural Networks Current methods for training convolutional neural networks depend on large amounts of labeled samples for supervised training . In this paper we present an approach for training a convolutional neural network using only unlabeled data . We train the network to discriminate between a set of surrogate classes . Each surrogate class is formed by applying a variety of transformations to a randomly sampled ’ seed ’ image patch . We find that this simple feature learning algorithm is surprisingly successful when applied to visual object recognition .,"{'Task': ['visual object recognition', 'supervised training'], 'Method': ['network', 'convolutional neural networks', 'feature learning algorithm', 'Discriminative Unsupervised Feature Learning with Convolutional Neural Networks'], 'Material': [], 'Metric': []}"
4365eb43a635bc6431dfaf3af1f7bf7bf55522cc,"document : CoupleNet : Coupling Global Structure with Local Parts for Object Detection The region - based Convolutional Neural Network ( CNN ) detectors such as Faster R - CNN or R - FCN have already shown promising results for object detection by combining the region proposal subnetwork and the classification subnetwork together . Although R - FCN has achieved higher detection speed while keeping the detection performance , the global structure information is ignored by the position - sensitive score maps . To fully explore the local and global properties , in this paper , we propose a novel fully convolutional network , named as CoupleNet , to couple the global structure with local parts for object detection . Specifically , the object proposals obtained by the Region Proposal Network ( RPN ) are fed into the the coupling module which consists of two branches .",5,"['Task', 'Method', 'Material', 'Metric']","document : CoupleNet : Coupling Global Structure with Local Parts for Object Detection The region - based Convolutional Neural Network ( CNN ) detectors such as Faster R - CNN or R - FCN have already shown promising results for object detection by combining the region proposal subnetwork and the classification subnetwork together . Although R - FCN has achieved higher detection speed while keeping the detection performance , the global structure information is ignored by the position - sensitive score maps . To fully explore the local and global properties , in this paper , we propose a novel fully convolutional network , named as CoupleNet , to couple the global structure with local parts for object detection . Specifically , the object proposals obtained by the Region Proposal Network ( RPN ) are fed into the the coupling module which consists of two branches .","{'Task': ['Object Detection', 'detection', 'object detection'], 'Method': ['region proposal subnetwork', 'fully convolutional network', 'RPN', 'CNN', 'CoupleNet', 'coupling module', 'Region Proposal Network', 'classification subnetwork', 'R - FCN', 'Convolutional Neural Network'], 'Material': [], 'Metric': ['detection speed']}"
436b07bebaa1d1f05ef85415e10374048d25334d,"OUTRAGEOUSLY LARGE NEURAL NETWORKS : THE SPARSELY - GATED MIXTURE - OF - EXPERTS LAYER section : ABSTRACT The capacity of a neural network to absorb information is limited by its number of parameters . Conditional computation , where parts of the network are active on a per - example basis , has been proposed in theory as a way of dramatically increasing model capacity without a proportional increase in computation .",5,"['Task', 'Method', 'Material', 'Metric']","OUTRAGEOUSLY LARGE NEURAL NETWORKS : THE SPARSELY - GATED MIXTURE - OF - EXPERTS LAYER section : ABSTRACT The capacity of a neural network to absorb information is limited by its number of parameters . Conditional computation , where parts of the network are active on a per - example basis , has been proposed in theory as a way of dramatically increasing model capacity without a proportional increase in computation .","{'Task': ['Conditional computation', 'computation', 'model capacity'], 'Method': ['OUTRAGEOUSLY LARGE NEURAL NETWORKS', 'SPARSELY - GATED MIXTURE - OF - EXPERTS LAYER', 'neural network'], 'Material': [], 'Metric': []}"
44078d0daed8b13114cffb15b368acc467f96351,"document : Triplet Probabilistic Embedding for Face Verification and Clustering Despite significant progress made over the past twenty five years , unconstrained face verification remains a challenging problem . This paper proposes an approach that couples a deep CNN - based approach with a low - dimensional discriminative embedding step , learned using triplet probability constraints to address the unconstrained face verification problem . Aside from yielding performance improvements , this embedding provides significant advantages in terms of memory and for post - processing operations like subject specific clustering . Experiments on the challenging IJB - A dataset show that the proposed algorithm performs close to the state of the art methods in verification and identification metrics , while requiring much less training data and training / test time .",5,"['Task', 'Method', 'Material', 'Metric']","document : Triplet Probabilistic Embedding for Face Verification and Clustering Despite significant progress made over the past twenty five years , unconstrained face verification remains a challenging problem . This paper proposes an approach that couples a deep CNN - based approach with a low - dimensional discriminative embedding step , learned using triplet probability constraints to address the unconstrained face verification problem . Aside from yielding performance improvements , this embedding provides significant advantages in terms of memory and for post - processing operations like subject specific clustering . Experiments on the challenging IJB - A dataset show that the proposed algorithm performs close to the state of the art methods in verification and identification metrics , while requiring much less training data and training / test time .","{'Task': ['post - processing operations', 'unconstrained face verification problem', 'Clustering', 'Face Verification', 'unconstrained face verification'], 'Method': ['Triplet Probabilistic Embedding', 'CNN', 'subject specific clustering', 'low - dimensional discriminative embedding step'], 'Material': ['IJB - A dataset'], 'Metric': ['verification and identification metrics', 'training / test time', 'memory']}"
45429c281e30f9e87ebcd1ae42e0656d2ead24d1,"document : High - Resolution Image Synthesis and Semantic Manipulation with Conditional GANs We present a new method for synthesizing high - resolution photo - realistic images from semantic label maps using conditional generative adversarial networks ( conditional GANs ) . Conditional GANs have enabled a variety of applications , but the results are often limited to low - resolution and still far from realistic . In this work , we generate visually appealing results with a novel adversarial loss , as well as new multi - scale generator and discriminator architectures . Furthermore , we extend our framework to interactive visual manipulation with two additional features .",5,"['Task', 'Method', 'Material', 'Metric']","document : High - Resolution Image Synthesis and Semantic Manipulation with Conditional GANs We present a new method for synthesizing high - resolution photo - realistic images from semantic label maps using conditional generative adversarial networks ( conditional GANs ) . Conditional GANs have enabled a variety of applications , but the results are often limited to low - resolution and still far from realistic . In this work , we generate visually appealing results with a novel adversarial loss , as well as new multi - scale generator and discriminator architectures . Furthermore , we extend our framework to interactive visual manipulation with two additional features .","{'Task': ['High - Resolution Image Synthesis', 'semantic label maps', 'Semantic Manipulation', 'synthesizing high - resolution photo - realistic images', 'interactive visual manipulation'], 'Method': ['multi - scale generator and discriminator architectures', 'conditional GANs', 'adversarial loss', 'Conditional GANs', 'conditional generative adversarial networks'], 'Material': [], 'Metric': []}"
455da02e5048dffb51fb6ab5eb8aeca5926c9d9a,"document : Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition Existing deep convolutional neural networks ( CNNs ) require a fixed - size ( , 224 224 ) input image . This requirement is “ artificial ” and may reduce the recognition accuracy for the images or sub - images of an arbitrary size / scale . In this work , we equip the networks with another pooling strategy , “ spatial pyramid pooling ” , to eliminate the above requirement .",5,"['Task', 'Method', 'Material', 'Metric']","document : Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition Existing deep convolutional neural networks ( CNNs ) require a fixed - size ( , 224 224 ) input image . This requirement is “ artificial ” and may reduce the recognition accuracy for the images or sub - images of an arbitrary size / scale . In this work , we equip the networks with another pooling strategy , “ spatial pyramid pooling ” , to eliminate the above requirement .","{'Task': ['Visual Recognition'], 'Method': ['Spatial Pyramid Pooling', 'Deep Convolutional Networks', 'pooling strategy', 'CNNs', 'deep convolutional neural networks', 'spatial pyramid pooling'], 'Material': [], 'Metric': ['recognition accuracy']}"
