id,document,keyphrases
S221266781400080X,"Several inorganic flocculating agents, including FeSO4, Al2(SO4)3, FeCl3 and an organic coagulant aid PAM, were used to treat the wastewater from domestic anima and poultry breeding in this paper. The ideal operating conditions were attained by single factor experiment and orthogonal design experiment. And the ideal operating conditions are follows: the dose of FeSO4 and PAM is 135.2mg/L and 0.384mg/L respectively when keeping the pH 10; and the corresponding removal rate is 55% and 60% for COD and turbidity. Based on the experimental results, this paper analyzes the main factors that affect wastewater flocculation treatment.","['Al2(SO4)3,', 'analyzes the main factors', 'COD', 'FeCl3', 'FeSO4', 'inorganic flocculating agents', 'organic coagulant aid', 'orthogonal design experiment', 'PAM', 'removal rate', 'single factor experiment', 'treat the wastewater', 'wastewater flocculation', 'wastewater flocculation treatment']"
S1877750313000240,"A few studies within the physiological domain are of special relevance to this work. These include a performance analysis of a blood-flow LB solver using a range of sparse and non-sparse geometries [21] and a performance prediction model for lattice-Boltzmann solvers [22,23]. This performance prediction model can be applied largely to our HemeLB application, although HemeLB uses a different decomposition technique and performs real-time rendering and visualisation tasks during the LB simulations. Mazzeo and Coveney [1] studied the scalability of an earlier version of HemeLB. However, the current performance characteristics of HemeLB are substantially enhanced due to numerous subsequent advances in the code, amongst others: an improved hierarchical, compressed file format; the use of ParMETIS to ensure good load-balance; the coalesced communication patterns to reduce the overhead of rendering; use of compile-time polymorphism to avoid virtual function calls in inner loops.","['blood-flow LB solver', 'coalesced communication patterns', 'compile-time polymorphism', 'HemeLB', 'HemeLB application', 'lattice-Boltzmann solvers', 'LB simulations', 'ParMETIS', 'performance prediction model', 'rendering']"
S0045782512003428,"The choice of the interpolation functions and support point coordinates for the gradient field is crucial to ensure stability and accuracy of the formulation. For example, nodal integration and NS-FEM are unstable involving the appearance of spurious low-energy modes. They need non-physical penalty energy functions that stabilize them. The articles [2,28] numerically verify the stability, convergence and accuracy of several W2 variants including new elements which can be constructed based on the idea of assumed continuous deformation gradients. For first order hexahedral elements, [2,28] found good results for the element types C3D_8N_27C and C3D_8N_8I. The first is defined by 27 support points and a second order tensor-product interpolation of the deformation gradient by Lagrange polynomials. The latter element type is defined by 16 support points with 8 points being coincident with the nodes and 8 additional points in the element interior. Among the tested first order tetrahedra, the nodally integrated tetrahedron with an additional bubble mode in the gradients was found to be most accurate. It turned out to be even the most efficient with respect to computing time in explicit analysis [28] because the enlarged critical time step compensates the slightly increased numerical cost per restoring force assembly. Fig. 1 illustrates the positions of support points for various CAG and SFEM formulations.","['C3D_8N_27C', 'C3D_8N_8I', 'CAG and SFEM formulations', 'computing time in explicit analysis', 'continuous deformation gradients', 'element types', 'first order hexahedral elements', 'first order tetrahedra', 'interpolation functions', 'nodal integration and NS-FEM', 'nodally integrated tetrahedron', 'non-physical penalty energy functions', 'numerically verify the stability, convergence and accuracy of several W2 variants', 'second order tensor-product interpolation', 'stability and accuracy of the formulation', 'stabilize them', 'support point coordinates for the gradient field', 'W2 variants']"
S0045782513001448,"Traditionally, the simulation of incompressible fluid flow by the SPH method has been through a weakly compressible SPH formulation (WCSPH). In this approach, the pressure is treated as a thermodynamic variable and is calculated using an artificial equation of state. The sound speed is set to be sufficiently high to limit density variations to within a small fraction of the actual fluid density. In practice, this high sound speed places a limitation on the maximum permissible time-step size through the Courant–Friedrichs–Lewy (CFL) constraint. A particular weakness relates to noise in the pressure field since a small perturbation in the local density will yield a large variation in the local pressure. This can make WCSPH formulations ineffective for accurate force and pressure prediction, although recent developments which create more uniform particle distributions have improved this [1,2]. A review of the SPH method can be found in [3] while a review of the classical WCSPH formulation applied to free-surface flows can be found in [4].","['artificial equation of state', 'create more uniform particle distributions', 'fluid', 'fluid flow', 'free-surface flows', 'particle', 'simulation of incompressible fluid flow', 'SPH method', 'WCSPH', 'weakly compressible SPH formulation']"
S0301010413002139,"The vibrational spectra of l-cysteine have been recorded and assigned in both solution [8,9] and the solid state [10–14]. Spectral assignments have been made using empirical force fields [15], Hartree–Fock calculations [10,16,17] based on the isolated molecule approximation. For systems that exhibit strong intermolecular interactions, this approximation often leads to poor agreement between experiment and theory. A striking example is purine [18], where a study of the solid state vibrational spectra by isolated molecule and periodic calculations, gave almost quantitative agreement between theory and experiment for the latter, whereas the former gave only modest agreement and was unable to distinguish between the tautomers. In the present case, where the structure consists of ions linked by hydrogen bonds, periodic calculations based on the complete primitive cell are essential [19]. The only work [20] that includes some solid state effects used molecular dynamics but from which it is difficult to extract assignments. The aim of this paper is to provide a complete assignment of the vibrational spectra of l-cysteine in both the orthorhombic and monoclinic forms by the use of a combination of computational and experimental methods.","['complete primitive cell', 'computational and experimental methods', 'empirical force fields', 'Hartree–Fock calculations', 'hydrogen', 'ions', 'isolated molecule and periodic calculations', 'isolated molecule approximation', 'l-cysteine', 'molecular dynamics', 'periodic calculations', 'provide a complete assignment of the vibrational spectra of l-cysteine', 'purine', 'Spectral assignments', 'study of the solid state vibrational spectra', 'tautomers']"
S0032386109005485,"Inverse miniemulsion polymerization is a water-in-oil (W/O) heterogeneous polymerization process that forms kinetically stable macroemulsions at, below, or around the critical micellar concentration (CMC). This process contains aqueous droplets (including water-soluble monomers) stably dispersed, with the aid of oil-soluble surfactants, in a continuous organic medium. Stable inverse miniemulsions are formed under high shear by either a homogenizer or a high speed mechanical stirrer. Oil-soluble nonionic surfactants with hydrophilic-lipophilic balance (HLB) value around 4 are used to implement colloidal stability of the resulting inverse emulsion. Upon addition of radical initiators, polymerization occurs within the aqueous droplets producing colloidal particles (Fig. 2) [83]. Several reports have demonstrated the preparation of stable particles of hydrophilic and water-soluble polymers [86–89], polyaniline nanoparticles [90], and organic–inorganic hybrid particles [91–93]. This method also allows for the preparation of crosslinked microgels in the presence of difunctional crosslinkers [27,94–100]. In addition, CRP techniques including ATRP [78,79,82,101,102] and RAFT [103] in inverse miniemulsion have been explored to prepare well-defined nanoparticles and nanogels.","['aqueous droplets', 'ATRP', 'CMC', 'colloidal particles', 'critical micellar concentration', 'crosslinked microgels', 'CRP techniques', 'difunctional crosslinkers', 'heterogeneous polymerization process', 'high speed mechanical stirrer', 'homogenizer', 'implement colloidal stability of the resulting inverse emulsion', 'inverse emulsion', 'inverse miniemulsion', 'Inverse miniemulsion polymerization', 'kinetically stable macroemulsions', 'nanogels', 'nanoparticles', 'Oil-soluble nonionic surfactants', 'oil-soluble surfactants', 'organic–inorganic hybrid particles', 'organic medium', 'polyaniline nanoparticles', 'polymerization', 'preparation of crosslinked microgels in the presence of difunctional crosslinkers', 'radical initiators', 'RAFT', 'Stable inverse miniemulsions', 'stable particles of hydrophilic and water-soluble polymers', 'water-in-oil', 'water-soluble monomers', 'W/O']"
S0168365913001521,"The mesoporous silica particles were prepared by the surfactant self-assembly method described previously [18,24]. Briefly, a homogeneous solution of the soluble silica precursor, tetraethylorthosilicate (TEOS; Sigma-Aldrich Corp., St. Louis, MO), and hydrochloric acid was mixed in ethanol and water. A surfactant, cetyltrimethylammonium bromide (CTAB; Sigma-Aldrich Corp., St. Louis, MO), with an initial concentration much less than the critical micelle concentration was added to lower the surface tension of the liquid mixture and act as the mesoporous structure-directing template. Aerosol solutions of soluble silica plus surfactant were then generated with nitrogen as a carrier atomizing gas using a commercially available atomizer (Model 9392A, TSI, Inc., St. Paul, MN). The aerosol droplets were solidified in a tube furnace at 400°C until dry. Once dried, a durapore membrane filter, kept at 80°C, was used to collect the particles. As a final step, the surfactant was removed at 400°C for 5h via calcination. The surface of the mesoporous silica core in these studies was chemically modified with 10wt.% or 15wt.% by aminopropyltriethoxysilane (APTES; Sigma-Aldrich Corp., St. Louis, MO) conducted identically as previously described [17] to create a positive surface charge to increase loading efficiency of negatively charged cargo. Further, Liu and colleagues report the colloidal stability of these protocells with lipid bilayers, excess amount of liposomes (50μg liposomes per 0.5mg silica were used [18]).","['aerosol droplets', 'Aerosol solutions', 'aminopropyltriethoxysilane', 'APTES', 'atomizer', 'atomizing gas', 'calcination', 'cetyltrimethylammonium bromide', 'CTAB', 'durapore membrane filter', 'ethanol', 'homogeneous solution', 'hydrochloric acid', 'liposomes', 'mesoporous silica', 'mesoporous silica core', 'mesoporous structure-directing template', 'nitrogen', 'protocells', 'soluble silica', 'soluble silica precursor', 'surfactant', 'surfactant self-assembly', 'TEOS', 'tetraethylorthosilicate', 'tube furnace', 'water.']"
S0022311514006722,"Zirconium alloys are used as fuel cladding in pressurised and boiling water nuclear reactors. As such these materials are exposed to a large number of environmental factors that will promote degradation mechanisms such as oxidation. At high burn-ups, i.e. extended service life, oxidation and the associated hydrogen pick-up can be a limiting factor in terms of fuel efficiency and safety. The oxidation kinetics for many zirconium alloys are cyclical, demonstrating a series of approximately cubic kinetic curves separated by transitions [1–5]. These transitions are typified by a breakdown in the protective character of the oxide and are potentially linked to a number of mechanical issues. Understanding how these issues influence oxidation is a key to developing a full mechanistic understanding of the corrosion process.","['corrosion process', 'degradation mechanisms', 'developing a full mechanistic understanding of the corrosion process', 'fuel', 'hydrogen pick-up', 'nuclear reactors', 'oxidation', 'oxide', 'Understanding how these issues influence oxidation', 'zirconium alloys', 'Zirconium alloys']"
S2352179115300041,"The main drawback of thermo-oxidation in most actual devices and ITER is its limitation to maintenance periods, when the vessel walls can be heated up around 300–400 °C by hot helium injection through the cooling system [19,20], and also because of the required reconditioning of the walls before plasma operation to remove the absorbed oxygen [10]. However, the temperature achieved is not homogeneous over the vessel, as it is limited to the distance to the cooling tubes, and thus to the device design. The analysis of this study is a continuation of previous works done for the treatment of ITER carbon co-deposits [1–3], so the temperatures studied are in the range of 350 °C for divertor and 200–275 °C for main wall and remote parts. At present, due to budget restrains as well as due to tritium trapped in co-deposited carbon layers, ITER will not use carbon materials at the divertor strike points in spite of their excellent resilience against large heat loads. Nevertheless, many present experimental nuclear fusion devices (DIII-D, TCV, etc.) and new ones (JT-60SA, KSTAR, Wenderstein-7X) use carbon elements, so the removal of carbon co-deposits is still necessary for a better device operation—plasma density control, dust events, etc. The temperatures used in this work are not very different from the ones achievable in present devices, such that the results can be extrapolated to them. Moreover, even for ITER this study could be useful if carbon materials have to be eventually installed in the case that operation with tungsten tiles at the strike points is precluded by unexpected reasons.","['carbon', 'carbon elements', 'carbon layers', 'carbon materials', 'cooling system', 'cooling tubes', 'DIII-D', 'divertor', 'dust', 'helium', 'ITER', 'ITER carbon', 'JT-60SA', 'KSTAR', 'main wall', 'nuclear fusion devices', 'oxygen', 'plasma density control', 'plasma operation', 'reconditioning', 'remote parts', 'removal of carbon co-deposits', 'TCV', 'thermo-oxidation', 'treatment of ITER carbon co-deposits', 'tritium', 'tungsten tiles', 'vessel', 'Wenderstein-7X']"
S0393044012000198,"RemarkThe purely radiative spacetimes used as reference solutions in our analysis are not perturbations of the Minkowski spacetime. A way of seeing this is to consider the Newman–Penrose constants of the spacetime. The Newman–Penrose constants are a set of absolutely conserved quantities defined as integrals of certain components of the Weyl tensor and the Maxwell fields over cuts of null infinity—see [19–21] for the Einstein–Maxwell case. In [22] it has been shown that the value of the Newman–Penrose constants for a vacuum radiative spacetime coincides with the value of the rescaled Weyl spinor at i+—this result can be extended to the electrovacuum case using the methods of this article. For the radiative spacetimes arising from the construction of [17] it can be seen that the value of the Weyl spinor at i+ is essentially the mass quadrupole of the seed static spacetime. It follows, that the Newman–Penrose constants of the radiative spacetime can take arbitrary values. On the other hand, for the Minkowski spacetime, the Newman–Penrose constants are exactly zero, and those of perturbations thereof will be small. Thus, in this precise sense, our radiative spacetimes are, generically, not perturbations of the Minkowski spacetime, unless all the Newman–Penrose constants vanish.","['Maxwell fields', 'Minkowski spacetime', 'Newman–Penrose constants', 'radiative spacetime', 'radiative spacetimes', 'reference solutions', 'vacuum radiative spacetime', 'Weyl tensor']"
S0895611116300684,"In the case of PSR applied to vessels, preservation of high curvature and branches (concavities) demands a high value of the d parameter, resulting in models with high number of polygons. To cope with this problem, Wu et al. (2013) evaluates a variant of PSR (in that work referred to as scale-adaptive [SA]), which includes curvature-dependent polygonization (e.g. increasing/decreasing the size of triangles according to the local curvature) (Wu et al., 2010). In Wu et al. (2013), other methods including MC (without smoothing and decimation) are evaluated with application to vessel modeling. The authors, point at SA as a suitable method for reconstruction of vessels with applications to surgery planning. The methods evaluated by Wu et al. (2013) could be also compared with another set of techniques (known as model-based methods) (Preim and Oeltze, 2008), widely used in the context of vessel modeling for surgery planning.","['curvature-dependent polygonization', 'increasing/decreasing the size of triangles according to the local curvature', 'MC', 'model-based methods', 'PSR', 'PSR applied to vessels', 'reconstruction of vessels', 'SA', 'scale-adaptive', 'surgery planning', 'vessel modeling', 'vessel modeling for surgery planning']"
S1010603009002676,"In this paper, we present our experimental observations on how solvents can vary the TPA and TPF properties of fluorescent rhodamine (Rh) dyes Rh6G, RhB and Rh101. Rhodamines are well-known xanthenes dyes, which have been extensively used for many widespread applications in single-molecule detection [24], DNA-sequence determination [25], fluorescence labelling [26], etc. due to their strong fluorescence over the visible spectral region. Molecular geometries of rhodamine dyes are well-known [27,28] and indicate that all the structures are non-centrosymmetric. In general, for centrosymmetric molecules, TPA is forbidden when tuned to the transitions at one-half of the excitation frequencies. However, for non-centrosymmetric molecules due to symmetry relaxations, the single-photon absorption (SPA) peaks and TPA peaks may coincide. So we set our primary aim to find the effect of solvent polarity on the correlation of SPA and TPA peaks for all the dyes.","['centrosymmetric molecules', 'DNA-sequence determination', 'dyes', 'experimental observations on how solvents can vary the TPA and TPF properties of fluorescent rhodamine (Rh) dyes', 'fluorescence', 'fluorescence labelling', 'fluorescent rhodamine', 'fluorescent rhodamine (Rh) dyes', 'non-centrosymmetric molecules', 'Rh', 'Rh101', 'Rh6G', 'RhB', 'rhodamine dyes', 'Rhodamines', 'single-molecule detection', 'single-photon absorption', 'single-photon absorption (SPA) peaks', 'SPA', 'symmetry relaxations', 'TPA', 'TPA peaks', 'TPF', 'xanthenes dyes']"
S2352179114200032,"Although the presented model is developed and tested with a-C:H layers in mind, it is not necessarily limited to them. Moreover, the only assumptions are chemical reactions between the gas and the solid forming volatiles, the loss of these volatiles from the material and the two stated boundary conditions of gas influx at a single outer surface and the possibility of reactions throughout the bulk. Porosity and significant gas inventories were observed not only for carbon [12] but, e.g. also for beryllium co-deposits [25] and can be expected for other co-deposits formed in plasma devices [1]. Thus, TCR and its description by the presented model may be applicable to all deposits. If a layer has constituents that are not forming volatiles with the reactive gas, e.g. W and Be with O2, these constituents cannot be removed by TCR, as they will not be removed from the deposit. This can influence the removal of other deposit constituents and the time evolution of the process can change. The new understanding of TCR may, for the first time, allow applying the method in a controlled way to nuclear fusion devices, possibly solving the tritium retention issue especially related to carbon based materials.","['a-C:H layers', 'beryllium co-deposits', 'carbon', 'carbon based materials', 'chemical reactions', 'constituents that are not forming volatiles with the reactive gas', 'deposit constituents', 'gas', 'gas influx', 'gas inventories', 'nuclear fusion devices', 'plasma devices', 'Porosity', 'reactions', 'reactive gas', 'single outer surface', 'solid forming volatiles', 'TCR', 'tritium', 'tritium retention', 'tritium retention issue', 'W and Be with O2']"
S0098300413002951,"Hitherto, the investigation of fossil-orientation was only used for the topmost surface of fossil mass occurrences, deposited directly on the sea floor. Due to the fast development of virtual methods (e.g., macro-CT, µ-CT, nano-CT, etc.) it became possible, to investigate the interior orientation of such fossil mass occurrences in three-dimensional detail. Although, a series of paleontological studies deal with 3D-visualization of fossil-elements, no mass occurrence has previously been reconstructed three dimensionally for investigating their interior orientation. This study illustrates an interdisciplinary approach of virtual reconstruction, analyses and interpretation of the interior orientation of an ammonoid mass occurrence. The method established herein produces clear and consistent results using planispirally coiled ammonoid shells – fossils, that so far would have been used only with caution for depositional interpretations. This method can be applied to any kind of fossil mass occurrence, or even other abundant organic elements and particles, to examine their orientation and depositional conditions to conclude on their paleoenvironment, particularly on paleocurrents.","['3D-visualization', 'ammonoid mass occurrence', 'analyses and interpretation of the interior orientation', 'µ-CT', 'depositional interpretations', 'fossil-elements', 'fossil mass occurrence', 'fossil mass occurrences', 'investigating their interior orientation', 'investigation of fossil-orientation', 'macro-CT', 'nano-CT', 'ossil mass occurrences', 'other abundant organic elements', 'particles', 'planispirally coiled ammonoid shells', 'virtual methods', 'virtual reconstruction']"
S0045782515001322,"One of the most important outcomes of the comparative analysis is the fact that in all tested cases the use of FM is associated with a dramatic reduction in computational time when compared with FE, generally being in the order of seconds for FM and in the order of hours for FE. Table 1 reports the timings of the simulations for both methods. Free expansion is the fastest case, where FM reaches the load-free configuration in just 2 s, while simulations inside the vessels with the diameter of around 30 mm take approximately 30 s. Most of the execution time of the FM deployment algorithm is dedicated to the contact check and calculations of the implications the vessel wall has on the stent structure. Interestingly, in both methods, the highest computational time (i.e., curved vessels) is not associated with the most complex geometry (i.e., patient-specific case of aortic dissection). Another fact worth mentioning is the relation of the computational time to the diameter of the vessel in both methods. While the computational time of FM appeared to be directly related to the diameter of the vessel, no immediate relation was found for the FE simulations. Such outcome is probably related to the simplified contact model used by FM, which makes the stent-graft expansion terminate once the nodes come in contact with the vessel wall. On the contrary, it is well known that the contact algorithm used in the FE analyses increases the computational cost of the simulations.","['comparative analysis', 'contact algorithm', 'curved vessels', 'FE', 'FE analyses', 'FE simulations', 'FM', 'FM deployment algorithm', 'nodes', 'simplified contact model', 'simulations', 'stent-graft expansion', 'vessel', 'vessels', 'vessel wall']"
S0039602899010869,"The final contribution to the force is the van der Waals interaction. It includes the following contributions: (i) between the macroscopic Si tip of conical shape with the sphere of radius R at the end [27] and semi-infinite substrate; (ii) the dispersion forces between the atoms in the sample treated atomistically; and (iii) the interaction between the macroscopic part of the tip and the sample atoms. The first contribution is calculated analytically [27]. In fact, the macroscopic contribution to the van der Waals force is the same in each of the three systems described below, as it depends only on the tip–surface separation, macroscopic sphere radius, cone-angle and Hamaker constant of the system [27]. All these quantities are identical in each system we look at, so that the van der Waals force acts as a background attractive force independent of the microscopic properties of the system [8]. The Hamaker constant needed for the calculation of the macroscopic van der Waals force is estimated to be 0.5eV [32].","['atoms', 'calculation', 'dispersion forces', 'macroscopic part of the tip', 'macroscopic Si tip', 'macroscopic van der Waals force', 'sample atoms', 'semi-infinite substrate', 'tip–surface separation', 'van der Waals force', 'van der Waals interaction']"
S0009261414000372,"It is well-known that the optical properties of atoms and molecules can be influenced by their electronic environment. Local field effects on spontaneous emission rates within nanostructured photonic materials for example are familiar, and have been well summarized [1]. Optical processes, including resonance energy transfer are similarly dependent on the local environment of molecular chromophores [2–4]. Many biological systems are known to contain complex organizations of molecules with absorption bands shifted due to the electronic influence of other, nearby optical centres. For instance, in widely studied light-harvesting complexes, there are two identifiable forms of the photosynthetic antenna molecule bacteriochlorophyll, with absorption bands centred on 800 and 850nm; it has been shown that the most efficient forms of energy transfer between the two occurs when there is a neighbouring carotenoid species 5–7. Until now, research on the broader influence of a neighbouring, off-resonant, molecule on photon absorption has mostly centred on the phenomenon of induced circular dichroism, where both quantum electrodynamic (QED) calculations [8–10] and experimental procedures [11–13] predict and verify that a chiral mediator confers the capacity for an achiral acceptor to exhibit circular differential absorption.","['absorption bands', 'achiral acceptor', 'atoms', 'carotenoid species', 'chiral mediator', 'circular differential absorption', 'electronic environment', 'electronic influence', 'energy transfer', 'experimental procedures', 'induced circular dichroism', 'influence of a neighbouring, off-resonant, molecule on photon absorption', 'light-harvesting complexes', 'local environment of molecular chromophores', 'Local field effects', 'molecule', 'molecules', 'nanostructured photonic materials', 'Optical processes', 'optical properties', 'photon', 'photon absorption', 'photosynthetic antenna molecule bacteriochlorophyll', 'QED', 'quantum electrodynamic', 'resonance energy transfer']"
S0379711213001653,"With development of performance-based design, some studies have been conducted on fire risk analysis in buildings from different perspectives and levels. Models such as FiRECAM [11,12] and FiERAsystem [13] were used to calculate the expected life risk. In other studies probabilistic methods have been used to assess levels of people safety in buildings [14]. Quantitative risk analysis approaches have also been used to quantify the risk to occupants using stochastic factors [15]. However, studies to date have largely been concerned with various aspects of fire risk analysis and there has been little in the way of development of systematic theoretical methods for analyzing fire risk in buildings in terms of fire risk management. Existing fire risk management involves the identification of alternative fire safety design options [16,17], the ongoing inspection, maintenance of fire protection systems [18] and evacuation training and drills [19]. In this study, basic process of fire risk analysis in building is described, and a fire risk analysis model based on scenario clusters is established with consideration of the characteristics of fire dynamics and occupants' behavior. The number of deaths and directive property loss are selected as fire risk indices and the average fire risk of residential buildings is quantitatively analyzed, so that appropriate fire risk management measures can be adopted.","['aspects of fire risk analysis', 'average fire risk', 'basic process of fire risk analysis', 'evacuation training and drills', 'FiERAsystem', 'FiRECAM', 'identification of alternative fire safety design options', 'maintenance of fire protection systems', 'Models', 'number of deaths and directive property loss', 'ongoing inspection', 'performance-based design', 'probabilistic methods', 'Quantitative risk analysis approaches', 'stochastic factors', 'systematic theoretical methods']"
S0963869515000572,"Shear horizontal (SH) ultrasound waves are guided waves (they have propagation properties affected by the geometry of the propagation medium), with symmetric and anti-symmetric modes; phase and group speeds are dependent on frequency, sample thickness, and the bulk shear wave speed [11,12]. The properties of the different modes can be very useful, such as in thickness measurement [13], but in this case they are a complication. SH0 has a thickness independent speed, equal to the shear wave speed, and is non-dispersive (the phase and group speed are equal to the shear wave speed for all frequencies). The oscillation direction of SH ultrasound is in the plane of the surface where the wave was generated, and perpendicular to the propagation direction, as shown in Fig. 1, with respect to a reference interface, which is typically a sample surface. Under certain conditions, such as over short propagation distances, SH waves can be treated as bulk waves.","['bulk shear wave speed', 'bulk waves', 'guided waves', 'oscillation', 'phase and group speed', 'propagation', 'SH0', 'Shear horizontal (SH) ultrasound waves', 'shear wave speed', 'SH ultrasound', 'SH waves', 'wave']"
S0021999115003459,"The boundary element method (BEM) has clear advantages when applied to shape optimisation of high-voltage devices, see [4–8] for an introduction to BEM. First of all, BEM relies only on a surface discretisation so that there is no need to maintain an analysis-suitable volume discretisation during the shape optimisation process. Moreover, BEM is ideal for solving problems in unbounded domains that occur in electrostatic field analysis. In gradient-based shape optimisation the shape derivative of the cost functional with respect to geometry perturbations is needed [9–11]. To this purpose, we use the adjoint approach and solve the primary and the adjoint boundary value problems with BEM. The associated linear systems of equations are dense and an acceleration technique, such as the fast multipole method [12,13], is necessary for their efficient solution. For some recent applications of fast BEM in shape optimisation and Bernoulli-type free-boundary problems we refer to [14–16].","['adjoint approach', 'BEM', 'Bernoulli-type free-boundary problems', 'boundary element method', 'electrostatic field analysis', 'fast BEM in shape optimisation', 'fast multipole method', 'gradient-based shape optimisation', 'primary and the adjoint boundary value problems', 'shape derivative', 'shape optimisation', 'shape optimisation of high-voltage devices', 'solving problems in unbounded domains', 'surface discretisation']"
S2212671612002120,A design method for network attack and defense simulation platform is discussed in this paper. Firstly the component and function of the platform are analyzed. Then Visio second development method is used to construct the virtual network topology. The parsing of virtual network topology is also researched and the relative flow sheet is described. Lastly an example is carried out to test performance of the platform. Simulation results show the effectiveness of the proposed method.,"['construct the virtual network topology', 'defense simulation platform', 'design method', 'network attack', 'parsing of virtual network topology', 'platform', 'relative flow sheet', 'test performance', 'test performance of the platform', 'virtual network', 'Visio second development method']"
S2212667812000664,"According to the shortcomings of long time and big errors about the moving plate recognition system, we present the moving plate recognition algorithm based on principal component analysis(PCA) color extraction. On the basis of the analysis of moving plate recognition system's basic principles, it introduces the basic principles and calculation steps about PCA extraction algorithm, and discusses the feasibility of applying the algorithm to PRS in the paper. The experimental results show that the algorithm has the advantages of faster speed and higher accuracy of recognition. The algorithm provides a new thought for the research on the moving plate recognition algorithm.","[""analysis of moving plate recognition system's basic principles"", 'applying the algorithm to PRS', 'color extraction.', 'moving plate recognition', 'moving plate recognition algorithm', 'moving plate recognition system', 'PCA', 'PCA extraction algorithm', 'principal component analysis', 'PRS', 'recognition', 'research on the moving plate recognition algorithm']"
S0009261408017028,"We use open and close aperture Z-scan experiments, in analogy to the saturation absorption work discussed earlier in water [8], to respectively measure the β and n2 for a series of primary alcohols with the help of 1560nm femtosecond laser pulses, however, with the important inclusion of an optical-chopper. The vibrational combination states of the alcohols are coupled by the femtosecond laser pulses at 1560nm. These couplings result in the absorption of 1560nm and the excited molecules undergo relaxation through non-radiative processes, which gives rise to transient thermal effects. These transient thermal effects are related to the pure optical nonlinearity of the samples and can be measured as a change in their n2 values [14]. The transient thermal effects of individual pulses accumulate in case of high repetition-rate lasers to produce a cumulative thermal effect at longer timescales. We measure this cumulative thermal effect with the mode-mismatched two-color pump–probe experiment.","['1560nm femtosecond laser pulses', 'absorption', 'alcohols', 'aperture Z-scan experiments', 'cumulative thermal effect', 'femtosecond laser pulses at 1560nm', 'high repetition-rate lasers', 'measure this cumulative thermal effect', 'mode-mismatched two-color pump–probe experiment', 'molecules', 'non-radiative processes', 'optical-chopper', 'primary alcohols', 'pure optical nonlinearity', 'saturation absorption', 'transient thermal effects', 'vibrational combination states', 'water']"
S2212667814000045,"The opportunity offered by digital technologies to make deep rationalization in purchase of supplies is becoming indispensable in competition between enterprises, considering positive effects in reducing the costs of the companies that have adopted the E-Procurement. As it has been confirmed by numerous case studies, automation of procedures for the purchase through e-procurement technology enables companies to achieve a reduction in costs (average 8-12%) of total purchases. So web-based models are playing a critical role within companies, especially in the generation of value of supply chain. This article focuses on the role of e-procurement within a supply chain showing, through simulations, the advantages and difficulties of implementing a systematic use of the Internet and defining the basic structure of an e-supply chain.","['automation of procedures', 'case studies', 'E-Procurement', 'e-procurement technology', 'e-supply chain', 'generation of value of supply chain', 'rationalization', 'reducing the costs', 'role of e-procurement', 'simulations', 'supplies', 'supply chain', 'web-based models']"
S0022311513011951,"The displacement cascade is a rapid process (of order picoseconds). Further migration of vacancies and SIAs, mainly by diffusion, happens over a timescale of order nanoseconds [17]. This is still short compared to operating times, so is important to consider the equilibrium result of such processes: If the vacancies and SIAs were likely to find their Frenkel partner, recombine, and annihilate, then the metal should essentially return to its original structure; however, if defects instead formed large clusters of a single type this could result in formation of voids, dislocation loops or swelling, possibly weakening the material in the process. Defects can be trapped at grain boundaries or surface, so for an ODS particle to effect the diffusion, there concentration must be such that there are many such particles in each grain.","['defects', 'diffusion', 'dislocation loops', 'displacement cascade', 'grain', 'migration of vacancies and SIAs', 'ODS particle', 'structure', 'swelling', 'voids']"
S0167931711005120,"A nanocomposite system consisting of a semiconducting matrix and embedded ferromagnetic nanostructures has been fabricated. The ferromagnetic characteristics as coercivity, remanence and magnetic anisotropy of the nanocomposite can be adjusted by the electrochemical parameters. Furthermore the spatial distribution of the metal structures within the pores can be varied which means that the magnetic interactions between the particles can be influenced. In the case of densely packed particles within the pores dipolar coupling between them occurs and results in quasi magnetic chains which offer a much larger magnetic anisotropy than non-interacting particles. By modifying the current density small Ni-particles (3–6nm) can be deposited. If the packing density of these particles is sufficiently close, Ni-tubes of a few nanometer in thickness are covering the pore walls. The presented nanocomposite is an interesting system for magnetic applications as magnetic sensor technology. Silicon as substrate renders this composite a good candidate for the integration in existing process technology.","['a good candidate for the integration', 'a much larger magnetic anisotropy', 'A nanocomposite system', 'a semiconducting matrix and embedded ferromagnetic nanostructures', 'coercivity, remanence and magnetic anisotropy of the nanocomposite', 'densely packed particles', 'distribution', 'modifying the current density', 'Ni-tubes', 'non-interacting particles', 'Silicon', 'small Ni-particles (3–6nm)', 'the electrochemical parameters', 'The ferromagnetic characteristics', 'The presented nanocomposite', 'these particles']"
